date,P,P_incc,J,L_credito,L,D
2022-01-31,100.0,0.71,1.43,1943805.0,1943805.0,
2022-02-28,101.47182535,0.38,1.41,1967754.0,1967754.0,
2022-03-31,103.49960215,0.86,1.43,1990048.0,1990048.0,
2022-04-30,107.12226594,0.95,1.44,1998547.0,1998547.0,
2022-05-31,110.96261655,2.28,1.44,2008336.0,2008336.0,
2022-06-30,114.42684787,2.14,1.45,2047451.0,2047451.0,
2022-07-31,115.06234389,0.86,1.46,2041622.0,2041622.0,
2022-08-31,114.24076666,0.09,1.45,2058843.0,2058843.0,
2022-09-30,112.99823405,0.09,1.44,2104721.0,2104721.0,
2022-10-31,110.91987492,0.12,1.43,2100060.0,2100060.0,
2022-11-30,108.11546126,0.36,1.45,2121812.0,2121812.0,
2022-12-31,106.65619784,0.09,1.47,2170267.0,2170267.0,
2023-01-31,105.18417094,0.46,1.51,2143696.0,2143696.0,
2023-02-28,103.62430474,0.05,1.5,2128587.0,2128587.0,
2023-03-31,102.71506316,0.3,1.47,2146398.0,2146398.0,
2023-04-30,104.54116579,0.14,1.45,2136652.0,2136652.0,
2023-05-31,108.55259326,0.59,1.44,2137582.0,2137582.0,
2023-06-30,111.36137298,0.71,1.39,2161384.0,2161384.0,
2023-07-31,111.51656943,0.1,1.37,2145357.0,2145357.0,
2023-08-31,111.82927357,0.17,1.34,2164354.0,2164354.0,
2023-09-30,112.04023089,0.34,1.31,2204640.0,2204640.0,
2023-10-31,113.04005346,0.2,1.32,2195088.0,2195088.0,
2023-11-30,112.98081265,0.07,1.31,2211381.0,2211381.0,
2023-12-31,112.93568798,0.31,1.27,2271990.0,2271990.0,
2024-01-31,112.90838977,0.27,1.3,2223506.0,2223506.0,
2024-02-29,112.75732635,0.13,1.27,2221893.0,2221893.0,
2024-03-31,112.73658103,0.28,1.26,2285751.0,2285751.0,
2024-04-30,113.09514291,0.52,1.25,2268846.0,2268846.0,
2024-05-31,114.13250171,0.86,1.25,2277001.0,2277001.0,
2024-06-30,116.03033011,0.71,1.27,2336157.0,2336157.0,
2024-07-31,117.39778718,0.72,1.31,2321183.0,2321183.0,
2024-08-31,119.07988746,0.7,1.31,2343924.0,2343924.0,
2024-09-30,121.58301055,0.58,1.3,2384373.0,2384373.0,
2024-10-31,124.42583884,0.68,1.32,2397484.0,2397484.0,
2024-11-30,127.34180709,0.4,1.35,2435998.0,2435998.0,
2024-12-31,128.51418604,0.5,1.4,2497213.0,2497213.0,
2025-01-31,128.19515798,0.83,1.51,2450444.0,2450444.0,
2025-02-28,127.13857563,0.4,1.53,2477987.0,2477987.0,
2025-03-31,127.30649442,0.39,1.49,2495720.0,2495720.0,
2025-04-30,128.5858099,0.52,1.48,2513816.0,2513816.0,
2025-05-31,128.59205297,0.58,1.48,2532592.0,2532592.0,
2025-06-30,128.54205482,0.69,1.46,2547706.0,2547706.0,
2025-07-31,128.80295999,0.91,1.44,2544275.0,2544275.0,
2025-08-31,130.28054698,0.52,1.44,2546082.0,2546082.0,
2025-09-30,130.64533543,0.17,1.43,2589912.0,2589912.0,
2025-10-31,130.99012618,0.3,1.47,2596177.0,2596177.0,
2025-11-30,131.05603815,0.27,1.44,2613896.0,2613896.0,
2025-12-31,131.3771466,0.21,1.42,2698990.0,2698990.0,
2026-01-31,131.51235521,0.72,,,,
